Timestamp,Type,Source,Message,Severity
2025-12-26 09:43:52,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:43:52,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:43:52,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:43:52,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:43:53,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:43:56,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.11),High
2025-12-26 09:43:56,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.10),High
2025-12-26 09:43:56,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.09),High
2025-12-26 09:43:56,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.09),High
2025-12-26 09:43:56,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.09),High
2025-12-26 09:43:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:43:58,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.08),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Spoofing (High Noise) (Loss: 0.08),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.08),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:00,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:01,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:01,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:01,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:44:01,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:44:02,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:44:06,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:06,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:07,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:08,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:44:09,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:09,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:09,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:09,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.04),High
2025-12-26 09:44:09,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:44,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:45,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:46,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:47,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:48,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:49,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:50,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:51,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:52,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:53,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:54,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.00),High
2025-12-26 09:49:54,Cyber Attack,Network AI,Detected ARP Spoofing (40.2%),High
2025-12-26 09:49:54,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.01),High
2025-12-26 09:49:54,Physical Anomaly,ECG AI,Critical Signal Loss (Flatline) (Loss: 0.01),High
2025-12-26 09:49:54,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:54,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:54,Cyber Attack,Network AI,Detected ARP Spoofing (40.2%),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.9%),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:55,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.06),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.9%),High
2025-12-26 09:49:55,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.05),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (36.6%),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:55,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:56,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:56,Cyber Attack,Network AI,Detected ARP Spoofing (40.2%),High
2025-12-26 09:49:56,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:49:56,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:49:56,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:56,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:49:56,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.07),High
2025-12-26 09:49:56,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:56,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.10),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.13),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.13),High
2025-12-26 09:49:57,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.13),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.14),High
2025-12-26 09:49:57,Cyber Attack,Network AI,Detected ARP Spoofing (38.5%),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.13),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.15),High
2025-12-26 09:49:57,Cyber Attack,Network AI,Detected ARP Spoofing (38.8%),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.14),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.13),High
2025-12-26 09:49:57,Physical Anomaly,ECG AI,Rate Tampering (Tachycardia) (Loss: 0.14),High
